condition,seed,tick,collective_phi,joules_per_phi,alive,avg_energy,clustering
FULL,4030,6200,0.1059,N/A,12,150.05,4.37
FULL,4030,6300,0.1059,N/A,12,150.05,4.37
FULL,4030,6400,0.1059,N/A,12,150.05,4.37
FULL,4030,6500,0.1059,N/A,12,150.05,4.37
FULL,4030,6600,0.1059,N/A,12,150.05,4.37
FULL,4030,6700,0.1059,N/A,12,150.05,4.37
FULL,4030,6800,0.1059,N/A,12,150.05,4.37
FULL,4030,6900,0.1059,N/A,12,150.05,4.37
FULL,4030,7000,0.1059,N/A,12,150.05,4.37
FULL,4030,7100,0.1059,N/A,12,150.05,4.37
FULL,4030,7200,0.1059,N/A,12,150.05,4.37
FULL,4030,7300,0.1059,N/A,12,150.05,4.37
FULL,4030,7400,0.1059,N/A,12,150.05,4.37
FULL,4030,7500,0.1059,N/A,12,150.05,4.37
FULL,4030,7600,0.1059,N/A,12,150.05,4.37
FULL,4030,7700,0.1059,N/A,12,150.05,4.37
FULL,4030,7800,0.1059,N/A,12,150.05,4.37
FULL,4030,7900,0.1059,N/A,12,150.05,4.37
FULL,4030,8000,0.1059,N/A,12,150.05,4.37
FULL,4030,8100,0.1059,N/A,12,150.05,4.37
FULL,4030,8200,0.1059,N/A,12,150.05,4.37
FULL,4030,8300,0.1059,N/A,12,150.05,4.37
FULL,4030,8400,0.1059,N/A,12,150.05,4.37
FULL,4030,8500,0.1059,N/A,12,150.05,4.37
FULL,4030,8600,0.1059,N/A,12,150.05,4.37
FULL,4030,8700,0.1059,N/A,12,150.05,4.37
FULL,4030,8800,0.1059,N/A,12,150.05,4.37
FULL,4030,8900,0.1059,N/A,12,150.05,4.37
FULL,4030,9000,0.1059,N/A,12,150.05,4.37
FULL,4030,9100,0.1059,N/A,12,150.05,4.37
FULL,4030,9200,0.1059,N/A,12,150.05,4.37
FULL,4030,9300,0.1059,N/A,12,150.05,4.37
FULL,4030,9400,0.1059,N/A,12,150.05,4.37
FULL,4030,9500,0.1059,N/A,12,150.05,4.37
FULL,4030,9600,0.1059,N/A,12,150.05,4.37
FULL,4030,9700,0.1059,N/A,12,150.05,4.37
FULL,4030,9800,0.1059,N/A,12,150.05,4.37
FULL,4030,9900,0.1059,N/A,12,150.05,4.37
FULL,5027,0,0.0926,0.104673,12,200.00,12.19
FULL,5027,100,0.1173,51265.119451,12,199.81,9.72
FULL,5027,200,0.1173,34699.268847,12,199.52,9.66
FULL,5027,300,0.1173,34776.935492,12,199.17,9.67
FULL,5027,400,0.1172,34855.890332,12,198.83,9.71
FULL,5027,500,0.1172,34936.086123,12,198.48,9.76
FULL,5027,600,0.1172,35017.469787,12,198.14,9.82
FULL,5027,700,0.1049,789.063390,12,166.08,12.22
FULL,5027,800,0.1082,1459.689653,12,165.97,12.09
FULL,5027,900,0.1069,66286.427171,12,165.85,12.42
FULL,5027,1000,0.1071,91742.153052,12,165.73,14.11
FULL,5027,1100,0.1043,1207.233140,12,165.60,13.60
FULL,5027,1200,0.1041,17022.682432,12,165.48,12.85
FULL,5027,1300,0.1041,61312.012253,12,165.36,12.75
FULL,5027,1400,0.1041,90138.597653,12,165.24,12.73
FULL,5027,1500,0.1041,90717.194616,12,165.12,12.73
FULL,5027,1600,0.1041,91046.735066,12,165.00,12.73
FULL,5027,1700,0.1041,91377.795936,12,164.88,12.73
FULL,5027,1800,0.1040,91709.724623,12,164.75,12.73
FULL,5027,1900,0.1040,92041.803018,12,164.63,12.73
FULL,5027,2000,0.1040,92373.243287,12,164.51,12.73
FULL,5027,2100,0.1040,92703.183644,12,164.39,12.73
FULL,5027,2200,0.1040,93030.684093,12,164.27,12.73
FULL,5027,2300,0.1040,93354.722284,12,164.15,12.73
FULL,5027,2400,0.1040,93674.189439,12,164.03,12.73
FULL,5027,2500,0.1040,93987.886474,12,163.91,12.73
FULL,5027,2600,0.1040,94294.520416,12,163.79,12.73
FULL,5027,2700,0.1039,94592.701115,12,163.67,12.73
FULL,5027,2800,0.1039,94880.938480,12,163.55,12.73
FULL,5027,2900,0.1039,95157.640269,12,163.43,12.73
FULL,5027,3000,0.1039,95421.110554,12,163.31,12.73
FULL,5027,3100,0.1039,95669.549021,12,163.19,12.73
FULL,5027,3200,0.1039,95901.051330,12,163.07,12.73
FULL,5027,3300,0.1039,96113.610494,12,162.96,12.73
FULL,5027,3400,0.1039,96305.119674,12,162.84,12.73
FULL,5027,3500,0.1039,96473.376358,12,162.72,12.73
FULL,5027,3600,0.1038,96616.088218,12,162.60,12.73
FULL,5027,3700,0.1038,96730.880761,12,162.48,12.73
FULL,5027,3800,0.1038,96815.306920,12,162.36,12.73
FULL,5027,3900,0.1038,96866.858718,12,162.24,12.73
FULL,5027,4000,0.1038,96882.981156,12,162.12,12.73
FULL,5027,4100,0.1038,96861.088382,12,162.01,12.73
FULL,5027,4200,0.1038,96798.582127,12,161.89,12.73
FULL,5027,4300,0.1038,96692.872550,12,161.77,12.73
FULL,5027,4400,0.1037,96541.401256,12,161.65,12.73
FULL,5027,4500,0.1037,96341.666488,12,161.53,12.73
FULL,5027,4600,0.1037,96091.250264,12,161.42,12.73
FULL,5027,4700,0.1037,95787.847109,12,161.30,12.73
FULL,5027,4800,0.1037,95429.294191,12,161.18,12.73
FULL,5027,4900,0.1037,95013.602229,12,161.06,12.73
FULL,5027,5000,0.1037,94538.986828,12,160.95,12.73
FULL,5027,5100,0.1037,94003.899596,12,160.83,12.73
FULL,5027,5200,0.1037,93407.058302,12,160.71,12.73
FULL,5027,5300,0.1036,92747.475615,12,160.60,12.73
FULL,5027,5400,0.1036,92024.485450,12,160.48,12.73
FULL,5027,5500,0.1036,91237.766405,12,160.36,12.73
FULL,5027,5600,0.1036,90387.361442,12,160.25,12.73
FULL,5027,5700,0.1036,89473.693273,12,160.13,12.73
FULL,5027,5800,0.1036,88497.574779,12,160.01,12.73
FULL,5027,5900,0.1036,87460.214051,12,159.90,12.73
FULL,5027,6000,0.1036,86363.213679,12,159.78,12.73
FULL,5027,6100,0.1035,85208.564100,12,159.66,12.73
FULL,5027,6200,0.1035,83998.630909,12,159.55,12.73
FULL,5027,6300,0.1035,82736.136344,12,159.43,12.73
FULL,5027,6400,0.1035,81424.135176,12,159.32,12.73
FULL,5027,6500,0.1035,80065.985496,12,159.20,12.73
FULL,5027,6600,0.1035,78665.314966,12,159.09,12.73
FULL,5027,6700,0.1035,77225.983315,12,158.97,12.73
FULL,5027,6800,0.1035,75752.041900,12,158.86,12.73
FULL,5027,6900,0.1034,74247.691158,12,158.74,12.73
FULL,5027,7000,0.1034,72717.237036,12,158.63,12.73
FULL,5027,7100,0.1034,71165.047161,12,158.51,12.73
FULL,5027,7200,0.1034,69595.507776,12,158.40,12.73
FULL,5027,7300,0.1034,68012.982214,12,158.28,12.73
FULL,5027,7400,0.1034,66421.771695,12,158.17,12.73
FULL,5027,7500,0.1033,64826.079052,12,158.06,12.73
FULL,5027,7600,0.1033,63229.975955,12,157.94,12.73
FULL,5027,7700,0.1033,61637.373967,12,157.83,12.73
FULL,5027,7800,0.1033,60051.999734,12,157.72,12.73
FULL,5027,7900,0.1033,58477.374424,12,157.60,12.73
FULL,5027,8000,0.1033,56916.797423,12,157.49,12.73
FULL,5027,8100,0.1032,55373.334207,12,157.38,12.73
FULL,5027,8200,0.1032,53849.808189,12,157.26,12.73
FULL,5027,8300,0.1032,52348.796298,12,157.15,12.73
FULL,5027,8400,0.1032,50872.627958,12,157.04,12.73
FULL,5027,8500,0.1032,49423.387129,12,156.93,12.73
FULL,5027,8600,0.1031,48002.916982,12,156.81,12.73
FULL,5027,8700,0.1031,46612.826885,12,156.70,12.73
FULL,5027,8800,0.1031,45254.501239,12,156.59,12.73
FULL,5027,8900,0.1031,43929.109835,12,156.48,12.73
FULL,5027,9000,0.1030,42637.619345,12,156.37,12.73
FULL,5027,9100,0.1030,41380.805655,12,156.26,12.73
FULL,5027,9200,0.1030,40159.266697,12,156.15,12.73
FULL,5027,9300,0.1030,38973.435561,12,156.04,12.73
FULL,5027,9400,0.1029,37823.593639,12,155.93,12.73
FULL,5027,9500,0.1029,36709.883615,12,155.82,12.73
FULL,5027,9600,0.1029,35632.322153,12,155.71,12.73
FULL,5027,9700,0.1028,34590.812146,12,155.60,12.73
FULL,5027,9800,0.1028,33585.154437,12,155.49,12.73
FULL,5027,9900,0.1028,32615.058950,12,155.38,12.73
FULL,6024,0,0.0946,0.104747,12,200.00,10.67
FULL,6024,100,0.1078,155.548650,12,167.83,11.22
FULL,6024,200,0.1088,376.148700,12,167.50,11.49
FULL,6024,300,0.1095,6198.618075,12,167.30,11.44
FULL,6024,400,0.1095,6275.830103,12,167.11,11.38
FULL,6024,500,0.1095,6343.991775,12,166.91,11.44
FULL,6024,600,0.1095,6416.306157,12,166.72,11.49
FULL,6024,700,0.1095,6492.881325,12,166.52,11.62
FULL,6024,800,0.1096,10242.206752,12,166.40,11.73
FULL,6024,900,0.1108,10375.295266,12,166.28,10.74
FULL,6024,1000,0.1118,10693.694686,12,166.14,11.08
FULL,6024,1100,0.1066,163.902831,12,158.38,10.60
FULL,6024,1200,0.1060,369.139609,12,157.04,9.94
FULL,6024,1300,0.1049,1681.969069,12,156.29,9.37
FULL,6024,1400,0.1051,6723.958727,12,156.03,9.18
FULL,6024,1500,0.1051,8265.574280,12,155.92,9.11
FULL,6024,1600,0.1052,8323.485670,12,155.80,9.08
FULL,6024,1700,0.1053,8374.095132,12,155.69,9.07
FULL,6024,1800,0.1053,8428.305393,12,155.57,9.07
FULL,6024,1900,0.1054,8485.819176,12,155.45,9.07
FULL,6024,2000,0.1055,8546.328903,12,155.34,9.07
FULL,6024,2100,0.1055,8609.517123,12,155.22,9.07
FULL,6024,2200,0.1056,8675.057183,12,155.10,9.07
FULL,6024,2300,0.1056,8742.614141,12,154.98,9.07
FULL,6024,2400,0.1057,8811.845950,12,154.86,9.07
FULL,6024,2500,0.1057,8882.404892,12,154.74,9.07
FULL,6024,2600,0.1058,8953.939299,12,154.62,9.07
FULL,6024,2700,0.1058,9026.095517,12,154.50,9.07
FULL,6024,2800,0.1059,9098.520126,12,154.38,9.07
FULL,6024,2900,0.1059,9170.862377,12,154.26,9.07
FULL,6024,3000,0.1059,9242.776829,12,154.14,9.07
FULL,6024,3100,0.1060,9313.926129,12,154.01,9.07
FULL,6024,3200,0.1060,9383.983907,12,153.89,9.07
FULL,6024,3300,0.1060,9452.637721,12,153.77,9.07
FULL,6024,3400,0.1061,9519.591987,12,153.65,9.07
FULL,6024,3500,0.1061,9584.570847,12,153.52,9.07
FULL,6024,3600,0.1061,9647.320891,12,153.40,9.07
FULL,6024,3700,0.1061,9707.613671,12,153.28,9.07
FULL,6024,3800,0.1061,9765.247947,12,153.15,9.07
FULL,6024,3900,0.1061,9820.051603,12,153.03,9.07
FULL,6024,4000,0.1062,9871.883170,12,152.90,9.07
FULL,6024,4100,0.1062,9920.632929,12,152.78,9.07
FULL,6024,4200,0.1062,9966.223547,12,152.66,9.07
FULL,6024,4300,0.1062,10008.610229,12,152.53,9.07
FULL,6024,4400,0.1062,10047.780265,12,152.41,9.07
FULL,6024,4500,0.1062,10083.752570,12,152.28,9.07
FULL,6024,4600,0.1062,10116.576046,12,152.16,9.07
FULL,6024,4700,0.1061,10146.327982,12,152.03,9.07
FULL,6024,4800,0.1061,10173.111947,12,151.91,9.07
FULL,6024,4900,0.1061,10197.055355,12,151.79,9.07
FULL,6024,5000,0.1061,10218.306738,12,151.66,9.07
FULL,6024,5100,0.1061,10237.032814,12,151.54,9.07
FULL,6024,5200,0.1061,10253.415399,12,151.42,9.07
FULL,6024,5300,0.1060,10267.648240,12,151.29,9.07
FULL,6024,5400,0.1060,10279.933816,12,151.17,9.07
FULL,6024,5500,0.1060,10290.480187,12,151.05,9.07
FULL,6024,5600,0.1060,10299.497927,12,150.92,9.07
FULL,6024,5700,0.1059,10307.197199,12,150.80,9.07
FULL,6024,5800,0.1059,10313.784995,12,150.68,9.07
FULL,6024,5900,0.1059,10319.462599,12,150.56,9.07
FULL,6024,6000,0.1058,10324.423267,12,150.44,9.07
FULL,6024,6100,0.1058,10328.850164,12,150.32,9.07
FULL,6024,6200,0.1057,10332.914549,12,150.20,9.07
FULL,6024,6300,0.1057,10336.774223,12,150.08,9.07
FULL,6024,6400,0.1056,10340.572237,12,149.96,9.07
FULL,6024,6500,0.1056,10344.435844,12,149.84,9.07
FULL,6024,6600,0.1055,10348.475699,12,149.72,9.07
FULL,6024,6700,0.1055,10352.785279,12,149.60,9.07
FULL,6024,6800,0.1054,10357.440523,12,149.49,9.07
FULL,6024,6900,0.1054,10362.499665,12,149.37,9.07
FULL,6024,7000,0.1053,10368.003259,12,149.25,9.07
FULL,6024,7100,0.1053,10373.974362,12,149.14,9.07
FULL,6024,7200,0.1052,10380.418873,12,149.02,9.07
FULL,6024,7300,0.1052,10387.326022,12,148.91,9.07
FULL,6024,7400,0.1051,10394.668971,12,148.79,9.07
FULL,6024,7500,0.1050,10402.405545,12,148.68,9.07
FULL,6024,7600,0.1050,10410.479065,12,148.57,9.07
FULL,6024,7700,0.1049,10418.819279,12,148.45,9.07
FULL,6024,7800,0.1049,10427.343392,12,148.34,9.07
FULL,6024,7900,0.1048,10435.957173,12,148.23,9.07
FULL,6024,8000,0.1047,10444.556152,12,148.12,9.07
FULL,6024,8100,0.1047,10453.026884,12,148.01,9.07
FULL,6024,8200,0.1046,10461.248292,12,147.90,9.07
FULL,6024,8300,0.1045,10469.093070,12,147.79,9.07
FULL,6024,8400,0.1045,10476.429151,12,147.68,9.07
FULL,6024,8500,0.1044,10483.121226,12,147.58,9.07
FULL,6024,8600,0.1043,10489.032316,12,147.47,9.07
FULL,6024,8700,0.1042,10494.025377,12,147.37,9.07
FULL,6024,8800,0.1042,10497.964938,12,147.26,9.07
FULL,6024,8900,0.1041,27098.606095,12,147.17,9.07
FULL,6024,9000,0.1041,26845.214392,12,147.14,9.07
FULL,6024,9100,0.1041,26572.175358,12,147.11,9.07
FULL,6024,9200,0.1041,26281.181161,12,147.08,9.07
FULL,6024,9300,0.1041,25973.929623,12,147.05,9.07
FULL,6024,9400,0.1040,25652.150821,12,147.03,9.07
FULL,6024,9500,0.1040,25317.589876,12,147.00,9.07
FULL,6024,9600,0.1040,24971.990670,12,146.97,9.07
FULL,6024,9700,0.1040,24617.080685,12,146.94,9.07
FULL,6024,9800,0.1040,24254.557149,12,146.92,9.07
FULL,6024,9900,0.1040,23886.074614,12,146.89,9.07
FULL,7021,0,0.0944,0.104746,12,200.00,12.70
FULL,7021,100,0.0966,130.982472,12,167.09,16.22
FULL,7021,200,0.0978,6008.530726,12,167.71,15.04
FULL,7021,300,0.0979,6010.058378,12,167.64,14.40
FULL,7021,400,0.1005,5978.203970,12,167.48,14.28
FULL,7021,500,0.1003,6147.812567,12,167.31,14.24
FULL,7021,600,0.1003,6221.894659,12,167.14,14.16
FULL,7021,700,0.1003,6300.214038,12,166.98,14.06
FULL,7021,800,0.1004,10064.182887,12,166.86,14.01
FULL,7021,900,0.1005,10243.097961,12,166.77,14.00
FULL,7021,1000,0.1005,10430.570138,12,166.67,14.02
FULL,7021,1100,0.1006,10626.629936,12,166.58,14.66
FULL,7021,1200,0.1018,10348.862172,12,166.46,15.93
FULL,7021,1300,0.1025,10560.792118,12,166.33,14.98
FULL,7021,1400,0.1055,11039.277611,12,166.19,12.49
FULL,7021,1500,0.0926,560.825180,12,134.27,13.62
FULL,7021,1600,0.0977,1694.309589,12,134.38,11.89
FULL,7021,1700,0.0979,5510.201101,12,134.48,11.88
FULL,7021,1800,0.0981,5688.938327,12,134.58,11.88
FULL,7021,1900,0.0982,5795.661254,12,134.68,11.89
FULL,7021,2000,0.0984,5907.755556,12,134.77,11.89
FULL,7021,2100,0.0985,6025.314562,12,134.87,11.89
FULL,7021,2200,0.0987,6148.432418,12,134.96,11.89
FULL,7021,2300,0.0988,6277.203649,12,135.05,11.89
FULL,7021,2400,0.0989,6411.722693,12,135.14,11.89
FULL,7021,2500,0.0991,6552.083396,12,135.23,11.89
FULL,7021,2600,0.0992,6698.378488,12,135.31,11.89
FULL,7021,2700,0.0993,6850.699005,12,135.40,11.89
FULL,7021,2800,0.0995,7009.133675,12,135.49,11.89
FULL,7021,2900,0.0996,7173.768260,12,135.57,11.89
FULL,7021,3000,0.0997,7344.684842,12,135.65,11.89
FULL,7021,3100,0.0998,7521.961058,12,135.73,11.89
FULL,7021,3200,0.0999,7705.669275,12,135.81,11.89
FULL,7021,3300,0.1001,7895.875706,12,135.89,11.89
FULL,7021,3400,0.1002,8092.639454,12,135.97,11.89
FULL,7021,3500,0.1003,8296.011485,12,136.05,11.89
FULL,7021,3600,0.1004,8506.033534,12,136.12,11.89
FULL,7021,3700,0.1005,8722.736922,12,136.20,11.89
FULL,7021,3800,0.1006,8946.141298,12,136.27,11.89
FULL,7021,3900,0.1007,9176.253295,12,136.34,11.89
FULL,7021,4000,0.1008,9413.065100,12,136.41,11.89
FULL,7021,4100,0.1008,9656.552931,12,136.48,11.89
FULL,7021,4200,0.1009,9906.675433,12,136.55,11.89
FULL,7021,4300,0.1010,10163.371982,12,136.62,11.89
FULL,7021,4400,0.1011,10426.560905,12,136.69,11.89
FULL,7021,4500,0.1012,10696.137616,12,136.76,11.89
FULL,7021,4600,0.1012,10971.972682,12,136.83,11.89
FULL,7021,4700,0.1013,11253.909823,12,136.89,11.89
FULL,7021,4800,0.1014,11541.763849,12,136.96,11.89
FULL,7021,4900,0.1015,11835.318569,12,137.02,11.89
FULL,7021,5000,0.1015,12134.324671,12,137.09,11.89
FULL,7021,5100,0.1016,12438.497599,12,137.15,11.89
FULL,7021,5200,0.1017,12747.515464,12,137.21,11.89
FULL,7021,5300,0.1017,13061.017010,12,137.28,11.89
FULL,7021,5400,0.1018,13378.599664,12,137.34,11.89
FULL,7021,5500,0.1018,13699.817732,12,137.40,11.89
FULL,7021,5600,0.1019,14024.180760,12,137.46,11.89
FULL,7021,5700,0.1019,14351.152132,12,137.52,11.89
FULL,7021,5800,0.1020,14680.147944,12,137.58,11.89
FULL,7021,5900,0.1020,15010.536219,12,137.64,11.89
FULL,7021,6000,0.1021,15341.636528,12,137.70,11.89
FULL,7021,6100,0.1021,15672.720070,12,137.76,11.89
FULL,7021,6200,0.1022,16003.010290,12,137.81,11.89
FULL,7021,6300,0.1022,16331.684085,12,137.87,11.89
FULL,7021,6400,0.1022,16657.873667,12,137.93,11.89
FULL,7021,6500,0.1023,16980.669147,12,137.99,11.89
FULL,7021,6600,0.1023,17299.121872,12,138.04,11.89
FULL,7021,6700,0.1023,17612.248569,12,138.10,11.89
FULL,7021,6800,0.1024,17919.036324,12,138.15,11.89
FULL,7021,6900,0.1024,18218.448403,12,138.21,11.89
FULL,7021,7000,0.1024,18509.430910,12,138.26,11.89
FULL,7021,7100,0.1025,18790.920266,12,138.32,11.89
FULL,7021,7200,0.1025,19061.851448,12,138.37,11.89
FULL,7021,7300,0.1025,19321.166934,12,138.43,11.89
FULL,7021,7400,0.1026,19567.826246,12,138.48,11.89
FULL,7021,7500,0.1026,19800.815975,12,138.53,11.89
FULL,7021,7600,0.1026,20019.160153,12,138.59,11.89
FULL,7021,7700,0.1026,20221.930800,12,138.64,11.89
FULL,7021,7800,0.1026,20408.258466,12,138.69,11.89
FULL,7021,7900,0.1027,20577.342580,12,138.75,11.89
FULL,7021,8000,0.1027,20728.461391,12,138.80,11.89
FULL,7021,8100,0.1027,20860.981300,12,138.85,11.89
FULL,7021,8200,0.1027,20974.365383,12,138.90,11.89
FULL,7021,8300,0.1027,21068.180897,12,138.96,11.89
FULL,7021,8400,0.1027,21142.105611,12,139.01,11.89
FULL,7021,8500,0.1027,21195.932788,12,139.06,11.89
FULL,7021,8600,0.1027,21229.574714,12,139.11,11.89
FULL,7021,8700,0.1028,21243.064660,12,139.16,11.89
FULL,7021,8800,0.1028,21236.557238,12,139.22,11.89
FULL,7021,8900,0.1028,21210.327133,12,139.27,11.89
FULL,7021,9000,0.1028,21164.766226,12,139.32,11.89
FULL,7021,9100,0.1028,21100.379181,12,139.37,11.89
FULL,7021,9200,0.1028,21017.777595,12,139.42,11.89
FULL,7021,9300,0.1028,20917.672736,12,139.47,11.89
FULL,7021,9400,0.1028,20800.867071,12,139.53,11.89
FULL,7021,9500,0.1028,20668.246051,12,139.58,11.89
FULL,7021,9600,0.1028,20520.766799,12,139.63,11.89
FULL,7021,9700,0.1028,20359.447953,12,139.68,11.89
FULL,7021,9800,0.1028,20185.358701,12,139.73,11.89
FULL,7021,9900,0.1027,19999.607663,12,139.78,11.89
FULL,8018,0,0.0964,0.104830,12,200.00,12.46
FULL,8018,100,0.1007,433.278689,12,167.72,11.12
FULL,8018,200,0.1070,680.568905,12,170.80,10.43
FULL,8018,300,0.1082,1179.218106,12,172.37,10.56
FULL,8018,400,0.1089,1774.812935,12,173.92,10.47
FULL,8018,500,0.1094,2529.889651,12,175.47,10.40
FULL,8018,600,0.1097,3227.841500,12,177.01,10.37
FULL,8018,700,0.1027,561.893812,12,146.52,11.41
FULL,8018,800,0.1048,754.002718,12,148.26,8.68
FULL,8018,900,0.1050,2356.269038,12,147.63,9.05
FULL,8018,1000,0.1053,4101.505353,12,149.37,9.06
FULL,8018,1100,0.1054,13368.344944,12,150.04,9.10
FULL,8018,1200,0.1055,13670.897229,12,150.03,9.10
FULL,8018,1300,0.1056,13984.176262,12,150.01,9.10
FULL,8018,1400,0.1056,14308.205103,12,149.99,9.10
FULL,8018,1500,0.1057,14642.992837,12,149.97,9.10
FULL,8018,1600,0.1057,14988.532726,12,149.95,9.10
FULL,8018,1700,0.1058,15344.800241,12,149.93,9.10
FULL,8018,1800,0.1058,15711.750971,12,149.91,9.10
FULL,8018,1900,0.1059,16089.318412,12,149.89,9.10
FULL,8018,2000,0.1059,16477.411612,12,149.87,9.10
FULL,8018,2100,0.1060,16875.912697,12,149.84,9.10
FULL,8018,2200,0.1060,17284.674248,12,149.82,9.10
FULL,8018,2300,0.1060,17703.516552,12,149.80,9.10
FULL,8018,2400,0.1061,18132.224710,12,149.77,9.10
FULL,8018,2500,0.1061,18570.545623,12,149.75,9.10
FULL,8018,2600,0.1062,19018.184854,12,149.73,9.10
FULL,8018,2700,0.1062,19474.803378,12,149.70,9.10
FULL,8018,2800,0.1062,19940.014247,12,149.68,9.10
FULL,8018,2900,0.1063,20413.379172,12,149.65,9.10
FULL,8018,3000,0.1063,20894.405079,12,149.63,9.10
FULL,8018,3100,0.1063,21382.540636,12,149.60,9.10
FULL,8018,3200,0.1064,21877.172831,12,149.57,9.10
FULL,8018,3300,0.1064,22377.623624,12,149.55,9.10
FULL,8018,3400,0.1064,22883.146743,12,149.52,9.10
FULL,8018,3500,0.1064,23392.924692,12,149.49,9.10
FULL,8018,3600,0.1065,23906.066046,12,149.47,9.10
FULL,8018,3700,0.1065,24421.603118,12,149.44,9.10
FULL,8018,3800,0.1065,24938.490104,12,149.41,9.10
FULL,8018,3900,0.1065,25455.601801,12,149.38,9.10
FULL,8018,4000,0.1065,25971.733010,12,149.36,9.10
FULL,8018,4100,0.1066,26485.598751,12,149.33,9.10
FULL,8018,4200,0.1066,26995.835405,12,149.30,9.10
FULL,8018,4300,0.1066,27501.002906,12,149.27,9.10
FULL,8018,4400,0.1066,27999.588101,12,149.24,9.10
FULL,8018,4500,0.1066,28490.009403,12,149.21,9.10
FULL,8018,4600,0.1067,28970.622809,12,149.18,9.10
FULL,8018,4700,0.1067,29439.729405,12,149.15,9.10
FULL,8018,4800,0.1067,29895.584385,12,149.12,9.10
FULL,8018,4900,0.1067,30336.407630,12,149.09,9.10
FULL,8018,5000,0.1067,30760.395857,12,149.06,9.10
FULL,8018,5100,0.1067,31165.736264,12,149.04,9.10
FULL,8018,5200,0.1067,31550.621618,12,149.01,9.10
FULL,8018,5300,0.1067,31913.266625,12,148.98,9.10
FULL,8018,5400,0.1067,32251.925418,12,148.94,9.10
FULL,8018,5500,0.1067,32564.909906,12,148.91,9.10
FULL,8018,5600,0.1068,32850.608716,12,148.88,9.10
FULL,8018,5700,0.1068,33107.506391,12,148.85,9.10
FULL,8018,5800,0.1068,33334.202476,12,148.82,9.10
FULL,8018,5900,0.1068,33529.430111,12,148.79,9.10
FULL,8018,6000,0.1068,33692.073687,12,148.76,9.10
FULL,8018,6100,0.1068,33821.185191,12,148.73,9.10
FULL,8018,6200,0.1068,33915.998795,12,148.70,9.10
FULL,8018,6300,0.1068,33975.943336,12,148.67,9.10
FULL,8018,6400,0.1068,34000.652335,12,148.64,9.10
FULL,8018,6500,0.1068,33989.970780,12,148.61,9.10
FULL,8018,6600,0.1068,33943.960576,12,148.58,9.10
FULL,8018,6700,0.1068,33862.901367,12,148.55,9.10
FULL,8018,6800,0.1068,33747.288015,12,148.52,9.10
FULL,8018,6900,0.1068,33597.825912,12,148.49,9.10
FULL,8018,7000,0.1068,33415.422916,12,148.46,9.10
FULL,8018,7100,0.1068,33201.178481,12,148.43,9.10
FULL,8018,7200,0.1068,32956.370238,12,148.40,9.10
FULL,8018,7300,0.1068,32682.438362,12,148.37,9.10
FULL,8018,7400,0.1067,32380.968100,12,148.34,9.10
FULL,8018,7500,0.1067,32053.670869,12,148.31,9.10
FULL,8018,7600,0.1067,31702.364351,12,148.28,9.10
FULL,8018,7700,0.1067,31328.952018,12,148.25,9.10
FULL,8018,7800,0.1067,30935.402489,12,148.22,9.10
FULL,8018,7900,0.1067,30523.729134,12,148.19,9.10
FULL,8018,8000,0.1067,30095.970262,12,148.16,9.10
FULL,8018,8100,0.1067,29654.170217,12,148.13,9.10
FULL,8018,8200,0.1067,29200.361642,12,148.10,9.10
FULL,8018,8300,0.1066,28736.549130,12,148.07,9.10
FULL,8018,8400,0.1066,28264.694411,12,148.04,9.10
FULL,8018,8500,0.1066,27786.703206,12,148.01,9.10
FULL,8018,8600,0.1066,27304.413777,12,147.98,9.10
FULL,8018,8700,0.1066,26819.587227,12,147.95,9.10
FULL,8018,8800,0.1065,26333.899499,12,147.92,9.10
FULL,8018,8900,0.1065,25848.935038,12,147.90,9.10
FULL,8018,9000,0.1065,25366.182027,12,147.87,9.10
FULL,8018,9100,0.1065,24887.029105,12,147.84,9.10
FULL,8018,9200,0.1064,24412.763439,12,147.81,9.10
FULL,8018,9300,0.1064,23944.570029,12,147.79,9.10
FULL,8018,9400,0.1064,23483.532121,12,147.76,9.10
FULL,8018,9500,0.1064,23030.632575,12,147.73,9.10
FULL,8018,9600,0.1063,22586.756086,12,147.71,9.10
FULL,8018,9700,0.1063,22152.692096,12,147.68,9.10
FULL,8018,9800,0.1063,21729.138304,12,147.66,9.10
FULL,8018,9900,0.1062,21316.704640,12,147.63,9.10
FULL,9015,0,0.0946,0.104741,12,200.00,10.81
FULL,9015,100,0.0910,30.243069,12,133.99,15.93
FULL,9015,200,0.0896,75.109369,12,132.53,16.43
FULL,9015,300,0.0795,1.651872,12,132.49,18.27
FULL,9015,400,0.0929,338.990627,12,135.56,15.71
FULL,9015,500,0.0952,472.084066,12,138.24,15.70
FULL,9015,600,0.0971,598.629601,12,140.91,15.68
FULL,9015,700,0.0986,743.682390,12,143.55,15.57
FULL,9015,800,0.0998,883.974759,12,146.19,15.50
FULL,9015,900,0.1002,1006.855994,12,148.81,15.45
FULL,9015,1000,0.0826,2.238739,11,117.40,14.27
FULL,9015,1100,0.0770,1.705244,10,104.90,15.23
FULL,9015,1200,0.0755,88.635303,11,99.59,16.62
FULL,9015,1300,0.0759,89.822266,11,100.08,14.95
FULL,9015,1400,0.0746,1.053124,12,99.35,13.60
FULL,9015,1500,0.0720,83.642116,12,99.52,12.79
FULL,9015,1600,0.0650,0.939615,12,83.67,13.06
